itemid,country_alpha2,hudoc_decision_body,case_importance,has_separate_opinion,represented,num_violations_found,violation_type,num_applicants,judgment_year,judgment_month,violated_articles_count,violated_article_6,violated_article_3,violated_article_5,violated_article_13,violated_article_8,violated_article_P1_1,violated_article_2,violated_article_10,violated_article_11,violated_article_14,violated_article_34,violated_article_9,violated_article_P1_3,violated_article_38,violated_article_P4_2,violated_article_7,violated_article_P7_4,violated_article_P1_2,violated_article_18,violated_article_P7_2,app_sex_male_ratio,app_sex_female_ratio,app_sex_unknown_ratio,app_age_child_ratio,app_age_adolescent_ratio,app_age_adult_ratio,app_age_elderly_ratio,app_age_unknown_ratio,app_birth_year_median,app_unique_nationality_count,app_multi_nationality_flag,perapp_unique_beneficiary_category_count,perapp_has_joint_beneficiary_category_flag,rl_violation_type_procedural_ratio,rl_violation_type_both_ratio,rl_violation_duration_months,rl_violation_duration_months_missing_ratio,gdp_per_capita_log1p,gdp_constant_2015_log1p
001-57834,cy,CHAMBER,3,1,1,1,substantive,1,1993,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,9.26171211543,23.1242224897
001-57820,nl,CHAMBER,3,0,0,1,substantive,1,1993,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1949.0,1,0,0,0,0.0,0.0,44.5,0.0,10.0500714094,26.9254935097
001-57825,at,CHAMBER,2,1,0,2,substantive,1,1993,6,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,24.0,0.0,10.085317477,26.2607818662
001-57840,ch,CHAMBER,2,1,0,2,substantive,1,1993,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1948.0,1,0,1,0,0.0,0.0,0.0,1.0,10.577403968,26.8661955325
001-57844,is,CHAMBER,3,1,0,1,substantive,1,1993,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,10.1025444385,22.9516500639
001-57842,at,CHAMBER,2,1,0,1,substantive,1,1993,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,5.0,0.0,10.085317477,26.2607818662
001-57839,fr,CHAMBER,2,1,0,2,substantive,1,1993,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1951.0,1,0,1,0,0.0,0.0,0.0,1.0,10.0096398824,28.1438937326
001-57829,at,CHAMBER,2,0,0,2,procedural,1,1993,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,10.085317477,26.2607818662
001-57850,nl,CHAMBER,2,1,0,1,substantive,1,1993,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,10.0500714094,26.9254935097
001-57848,fr,CHAMBER,3,0,0,1,substantive,1,1993,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,10.0096398824,28.1438937326
001-57858,fr,CHAMBER,2,1,0,2,procedural,1,1993,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,10.0096398824,28.1438937326
001-57854,at,CHAMBER,2,0,0,1,substantive,5,1993,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.6,0.0,0.0,0.4,0.0,0.6,0.0,1,0,4,1,0.0,0.0,0.0,1.0,10.085317477,26.2607818662
001-57851,se,CHAMBER,3,1,0,1,procedural,1,1993,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,10.1019643172,26.3787607055
001-57865,ch,CHAMBER,2,1,0,2,substantive,2,1994,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,10.6711106773,26.8788131723
001-57867,se,CHAMBER,3,0,0,1,procedural,1,1994,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,10.1676394375,26.418133002
001-57878,nl,CHAMBER,3,1,0,1,substantive,1,1994,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1945.0,1,0,1,0,0.0,0.0,0.0,1.0,10.1138937946,26.9546744977
001-57880,de,CHAMBER,2,1,0,2,substantive,1,1994,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1939.0,1,0,1,0,0.0,0.0,0.0,1.0,10.2110810462,28.5770725091
001-57900,nl,CHAMBER,3,1,0,2,procedural,1,1994,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1961.0,1,0,0,0,1.0,0.0,0.0,1.0,10.1138937946,26.9546744977
001-57902,nl,CHAMBER,3,1,0,2,procedural,1,1994,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1947.0,1,0,0,0,1.0,0.0,0.0,1.0,10.1138937946,26.9546744977
001-57891,dk,GRANDCHAMBER,2,1,0,1,substantive,1,1994,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,10.3079131335,26.1172052596
001-57904,nl,CHAMBER,2,1,0,1,substantive,3,1994,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,1961.0,3,1,0,0,0.0,0.0,0.0,1.0,10.1138937946,26.9546744977
001-57899,gb,CHAMBER,3,1,0,1,substantive,1,1994,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1960.0,1,0,1,0,0.0,0.0,0.0,1.0,9.88889348015,28.2567309156
001-57901,gb,CHAMBER,3,1,0,1,substantive,1,1994,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1944.0,1,0,0,0,0.0,0.0,0.0,1.0,9.88889348015,28.2567309156
001-57907,nl,CHAMBER,3,0,0,1,substantive,2,1994,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1947.0,1,0,2,0,0.0,0.0,0.0,1.0,10.1138937946,26.9546744977
001-57909,es,CHAMBER,2,1,0,1,procedural,1,1994,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,9.50351019028,27.3845895442
001-57910,es,CHAMBER,2,1,0,1,procedural,1,1994,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,9.50351019028,27.3845895442
001-57913,gr,CHAMBER,2,0,0,1,substantive,2,1994,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,1,0.0,0.0,0.0,1.0,9.30000029006,25.8234004743
001-57908,at,CHAMBER,3,1,0,1,procedural,2,1994,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,1,1.0,0.0,0.0,1.0,10.1482848032,26.2845190805
001-57915,nl,CHAMBER,3,0,0,1,substantive,1,1995,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0.0,0.0,0.0,1.0,10.2854176744,26.9853592279
001-57916,at,CHAMBER,3,1,0,1,procedural,1,1995,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1932.0,1,0,1,0,1.0,0.0,0.0,1.0,10.3158643012,26.3108492188
001-57925,fr,CHAMBER,2,1,0,1,substantive,1,1995,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,0.0,0.0,10.1958890409,28.1902370208
001-57930,gr,CHAMBER,3,0,0,1,procedural,1,1995,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,9.45564310441,25.8441802665
001-57934,fr,CHAMBER,3,1,0,1,substantive,1,1995,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1960.0,1,0,0,0,0.0,0.0,0.0,1.0,10.1958890409,28.1902370208
001-57947,gb,CHAMBER,3,1,0,1,substantive,1,1995,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,10.0542159135,28.2914549083
001-57941,fi,CHAMBER,3,1,0,1,procedural,1,1995,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1924.0,1,0,1,0,1.0,0.0,0.0,1.0,10.1753174273,25.7515741804
001-57943,gb,GRANDCHAMBER,2,1,0,1,substantive,1,1995,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,10.0542159135,28.2914549083
001-57944,lu,CHAMBER,2,0,0,1,substantive,1,1995,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0.0,0.0,0.0,1.0,10.8402346124,24.1444101954
001-57945,at,CHAMBER,3,1,0,1,procedural,1,1995,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,10.3158643012,26.3108492188
001-57948,at,CHAMBER,3,1,0,1,procedural,1,1995,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,10.3158643012,26.3108492188
001-57958,at,CHAMBER,2,1,0,1,substantive,1,1995,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,10.3158643012,26.3108492188
001-57960,at,CHAMBER,2,1,0,1,procedural,1,1995,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,10.3158643012,26.3108492188
001-57962,at,CHAMBER,2,1,0,1,procedural,1,1995,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,10.3158643012,26.3108492188
001-57963,at,CHAMBER,2,1,0,1,procedural,1,1995,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,10.3158643012,26.3108492188
001-57980,gb,GRANDCHAMBER,2,1,0,2,procedural,1,1996,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,10.1066072769,28.3172680252
001-57970,no,CHAMBER,3,1,0,1,procedural,1,1996,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1.0,0.0,0.0,1.0,10.5273643463,26.3115897912
001-57978,pt,GRANDCHAMBER,3,1,0,1,procedural,1,1996,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,9.40805053128,25.8236588213
001-57985,be,GRANDCHAMBER,2,1,0,1,procedural,1,1996,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,10.2215977766,26.5028283062
001-57976,gb,CHAMBER,2,0,0,1,procedural,1,1996,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1962.0,1,0,1,0,1.0,0.0,0.0,1.0,10.1066072769,28.3172680252
001-57984,gb,CHAMBER,2,0,1,1,procedural,1,1996,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1957.0,1,0,1,0,1.0,0.0,0.0,1.0,10.1066072769,28.3172680252
001-57974,gb,GRANDCHAMBER,1,1,0,1,substantive,1,1996,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,10.1066072769,28.3172680252
001-57983,fr,CHAMBER,3,1,0,1,procedural,1,1996,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,10.1946125096,28.2041111274
001-57990,gb,GRANDCHAMBER,2,1,0,2,substantive,1,1996,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,10.1066072769,28.3172680252
001-57988,fr,CHAMBER,2,0,1,1,substantive,4,1996,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1972.0,1,0,0,0,0.0,0.0,0.67,0.0,10.1946125096,28.2041111274
001-57997,it,CHAMBER,3,1,0,1,substantive,2,1996,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1958.5,1,0,0,0,0.0,0.0,0.0,1.0,10.048623452,28.1582256229
001-58060,at,CHAMBER,2,1,0,2,substantive,1,1996,9,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1950.0,1,0,1,0,0.0,0.0,0.0,1.0,10.2971143679,26.3327649759
001-58071,gr,CHAMBER,2,1,1,1,substantive,4,1996,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0.0,0.0,156.0,0.0,9.50550881785,25.8579102827
001-58004,gb,GRANDCHAMBER,2,1,0,3,substantive,1,1996,11,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1948.0,1,0,0,0,0.0,0.0,42.0,0.0,10.1066072769,28.3172680252
001-58072,it,CHAMBER,3,0,0,2,substantive,1,1996,11,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,10.048623452,28.1582256229
001-58073,it,CHAMBER,3,0,0,3,substantive,1,1996,11,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,10.048623452,28.1582256229
001-58001,at,CHAMBER,3,0,0,1,substantive,1,1996,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1963.0,1,0,1,0,0.0,0.0,0.0,1.0,10.2971143679,26.3327649759
001-58009,gb,GRANDCHAMBER,2,1,0,1,substantive,1,1996,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,10.1066072769,28.3172680252
001-58082,nl,CHAMBER,3,1,0,1,procedural,1,1996,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,1.0,0.0,0.0,1.0,10.2772770316,27.0189929913
001-58083,fr,CHAMBER,3,1,0,3,procedural,1,1996,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,2.3,0.0,10.1946125096,28.2041111274
001-58010,es,CHAMBER,3,1,0,1,procedural,1,1996,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1958.0,1,0,1,0,1.0,0.0,49.0,0.0,9.68667526535,27.4375311211
001-58011,gr,CHAMBER,2,1,1,4,substantive,3,1996,12,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1980.0,1,0,0,0,0.0,0.0,0.0,1.0,9.50550881785,25.8579102827
001-58024,at,CHAMBER,3,0,0,1,substantive,1,1997,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1953.0,1,0,1,0,0.0,0.0,0.0,1.0,10.1876416225,26.3539963375
001-58199,ch,CHAMBER,3,1,0,1,procedural,1,1997,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1940.0,1,0,1,0,1.0,0.0,0.0,1.0,10.6355054278,26.9106734048
001-58031,nl,CHAMBER,2,1,0,1,substantive,1,1997,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1924.0,1,0,1,0,0.0,0.0,0.0,1.0,10.1941387178,27.0606000812
001-58016,gb,CHAMBER,2,1,1,1,substantive,1,1997,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1961.0,1,0,1,0,0.0,0.0,0.0,1.0,10.2002955376,28.3649145386
001-58017,fr,CHAMBER,2,0,0,2,substantive,1,1997,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1972.0,1,0,1,0,0.0,0.0,0.0,1.0,10.0928840565,28.2290677211
001-58023,fr,CHAMBER,2,1,1,1,procedural,2,1997,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,1,1.0,0.0,0.0,1.0,10.0928840565,28.2290677211
001-58035,gb,CHAMBER,2,0,1,1,substantive,1,1997,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,10.2002955376,28.3649145386
001-58037,gr,CHAMBER,3,0,0,1,substantive,1,1997,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1963.0,1,0,1,0,0.0,0.0,0.0,1.0,9.47400513694,25.8933052569
001-58039,gb,CHAMBER,3,1,0,2,substantive,1,1997,6,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1940.0,1,0,1,0,0.0,0.0,0.0,1.0,10.2002955376,28.3649145386
001-58044,at,CHAMBER,3,1,0,1,substantive,1,1997,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,10.1876416225,26.3539963375
001-58085,nl,CHAMBER,3,1,0,1,procedural,1,1997,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1966.0,1,0,1,0,1.0,0.0,0.0,1.0,10.1941387178,27.0606000812
001-58178,ch,CHAMBER,2,1,0,1,substantive,3,1997,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,10.6355054278,26.9106734048
001-58179,ch,CHAMBER,2,1,0,1,substantive,3,1997,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,10.6355054278,26.9106734048
001-58095,gb,CHAMBER,3,0,0,1,procedural,2,1997,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1942.5,1,0,0,0,1.0,0.0,48.0,0.0,10.2002955376,28.3649145386
001-58096,gr,CHAMBER,4,0,0,1,substantive,1,1997,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,134.0,0.0,9.47400513694,25.8933052569
001-58097,gb,CHAMBER,4,0,0,1,substantive,1,1997,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1972.0,1,0,1,0,0.0,0.0,0.0,1.0,10.2002955376,28.3649145386
001-58098,fr,CHAMBER,2,0,0,1,substantive,1,1997,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1962.0,1,0,1,0,0.0,0.0,0.0,1.0,10.0928840565,28.2290677211
001-58104,at,CHAMBER,3,0,0,1,substantive,1,1997,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,48.0,0.0,10.1876416225,26.3539963375
001-58113,at,CHAMBER,3,1,0,1,procedural,1,1997,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1971.0,1,0,1,0,1.0,0.0,0.0,1.0,10.1876416225,26.3539963375
001-58114,at,CHAMBER,3,1,0,1,procedural,1,1997,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1963.0,1,0,1,0,1.0,0.0,0.0,1.0,10.1876416225,26.3539963375
001-58116,gr,GRANDCHAMBER,3,1,0,1,substantive,1,1997,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,9.47400513694,25.8933052569
001-58119,de,CHAMBER,3,1,0,1,substantive,1,1997,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1946.0,1,0,1,0,0.0,0.0,0.0333333333333333,0.0,10.2053667379,28.6207089815
001-58120,tr,GRANDCHAMBER,2,1,1,2,both,4,1997,11,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0.0,1.0,0.0,1.0,8.34245314897,26.693470186
001-58124,gr,CHAMBER,2,0,0,2,substantive,1,1997,12,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,9.47400513694,25.8933052569
