itemid,hudoc_url,split,test_view,test_challenging_view,respondent_state,country_alpha2,judgment_year,gdp_per_capita_current_usd,gdp_constant_2015_usd,gdp_per_capita_log1p,gdp_constant_2015_log1p
001-58203,https://hudoc.echr.coe.int/eng?i=001-58203,train,,False,France,fr,1998,24869.4030796,1881350558840.0,10.1214337441,28.2630110172
001-58208,https://hudoc.echr.coe.int/eng?i=001-58208,train,,False,Spain,es,1998,15382.3348573,890363642200.0,9.64104005033,27.514895803
001-58218,https://hudoc.echr.coe.int/eng?i=001-58218,train,,False,France,fr,1998,24869.4030796,1881350558840.0,10.1214337441,28.2630110172
001-58233,https://hudoc.echr.coe.int/eng?i=001-58233,train,,False,Netherlands,nl,1998,27924.281809,591560723040.0,10.2372877155,27.1060301745
001-58229,https://hudoc.echr.coe.int/eng?i=001-58229,train,,False,Greece,gr,1998,13022.9648775,181968090541.0,9.47454639149,25.927097182
001-58237,https://hudoc.echr.coe.int/eng?i=001-58237,train,,False,France,fr,1998,24869.4030796,1881350558840.0,10.1214337441,28.2630110172
001-58241,https://hudoc.echr.coe.int/eng?i=001-58241,train,,False,United Kingdom,gb,1998,28396.3523548,2150801957620.0,10.2540511929,28.3968618921
001-58245,https://hudoc.echr.coe.int/eng?i=001-58245,train,,False,France,fr,1998,24869.4030796,1881350558840.0,10.1214337441,28.2630110172
001-58253,https://hudoc.echr.coe.int/eng?i=001-58253,train,,False,Turkey,tr,1998,4331.02761275,399059372123.0,8.37379098224,26.7123760451
001-58256,https://hudoc.echr.coe.int/eng?i=001-58256,train,,False,Spain,es,1998,15382.3348573,890363642200.0,9.64104005033,27.514895803
001-58259,https://hudoc.echr.coe.int/eng?i=001-58259,train,,False,France,fr,1998,24869.4030796,1881350558840.0,10.1214337441,28.2630110172
001-58260,https://hudoc.echr.coe.int/eng?i=001-58260,train,,False,Spain,es,1998,15382.3348573,890363642200.0,9.64104005033,27.514895803
001-58264,https://hudoc.echr.coe.int/eng?i=001-58264,train,,False,Poland,pl,1998,4533.53565518,258431144714.0,8.41947796595,26.2778951307
001-58906,https://hudoc.echr.coe.int/eng?i=001-58906,train,,False,France,fr,1999,24576.3152255,1945303460550.0,10.1095791512,28.2964391017
001-58908,https://hudoc.echr.coe.int/eng?i=001-58908,train,,False,Belgium,be,1999,25252.8019067,354617493818.0,10.1367319939,26.5943055633
001-58211,https://hudoc.echr.coe.int/eng?i=001-58211,train,,False,United Kingdom,gb,1999,28858.0065333,2214131432950.0,10.2701774081,28.4258813129
001-58911,https://hudoc.echr.coe.int/eng?i=001-58911,train,,False,Italy,it,1999,22049.999062,1787471784900.0,10.0011131888,28.2118233267
001-58913,https://hudoc.echr.coe.int/eng?i=001-58913,train,,False,United Kingdom,gb,1999,28858.0065333,2214131432950.0,10.2701774081,28.4258813129
001-58914,https://hudoc.echr.coe.int/eng?i=001-58914,train,,False,Cyprus,cy,1999,15287.9179688,14660446535.5,9.63488352917,23.4084189925
001-58915,https://hudoc.echr.coe.int/eng?i=001-58915,train,,False,San Marino,sm,1999,41931.7951488,1463670758.33,10.6438235002,21.104213336
001-58225,https://hudoc.echr.coe.int/eng?i=001-58225,train,,False,Poland,pl,1999,4415.50067548,270575301764.0,8.39310295913,26.3238162764
001-58226,https://hudoc.echr.coe.int/eng?i=001-58226,train,,False,France,fr,1999,24576.3152255,1945303460550.0,10.1095791512,28.2964391017
001-58228,https://hudoc.echr.coe.int/eng?i=001-58228,train,,False,Bulgaria,bg,1999,1660.90891254,29043813399.5,7.41572216798,24.0920713337
001-58239,https://hudoc.echr.coe.int/eng?i=001-58239,train,,False,Malta,mt,1999,10609.1104477,5599089764.89,9.26956264133,22.4458698797
001-58242,https://hudoc.echr.coe.int/eng?i=001-58242,train,,False,Malta,mt,1999,10609.1104477,5599089764.89,9.26956264133,22.4458698797
001-58288,https://hudoc.echr.coe.int/eng?i=001-58288,train,,False,France,fr,1999,24576.3152255,1945303460550.0,10.1095791512,28.2964391017
001-58300,https://hudoc.echr.coe.int/eng?i=001-58300,train,,False,Italy,it,1999,22049.999062,1787471784900.0,10.0011131888,28.2118233267
001-58301,https://hudoc.echr.coe.int/eng?i=001-58301,train,,False,Italy,it,1999,22049.999062,1787471784900.0,10.0011131888,28.2118233267
001-58251,https://hudoc.echr.coe.int/eng?i=001-58251,train,,False,Turkey,tr,1999,3973.77763854,386877005104.0,8.28772408553,26.6813726632
001-58369,https://hudoc.echr.coe.int/eng?i=001-58369,train,,False,Norway,no,1999,36393.2927471,294908959351.0,10.5021672487,26.4099325333
001-58266,https://hudoc.echr.coe.int/eng?i=001-58266,train,,False,Slovakia,sk,1999,5651.62327514,48103809189.8,8.63987501287,24.5966272041
001-58270,https://hudoc.echr.coe.int/eng?i=001-58270,train,,False,Turkey,tr,1999,3973.77763854,386877005104.0,8.28772408553,26.6813726632
001-58271,https://hudoc.echr.coe.int/eng?i=001-58271,train,,False,Turkey,tr,1999,3973.77763854,386877005104.0,8.28772408553,26.6813726632
001-58272,https://hudoc.echr.coe.int/eng?i=001-58272,train,,False,Turkey,tr,1999,3973.77763854,386877005104.0,8.28772408553,26.6813726632
001-58273,https://hudoc.echr.coe.int/eng?i=001-58273,train,,False,Turkey,tr,1999,3973.77763854,386877005104.0,8.28772408553,26.6813726632
001-58274,https://hudoc.echr.coe.int/eng?i=001-58274,train,,False,Turkey,tr,1999,3973.77763854,386877005104.0,8.28772408553,26.6813726632
001-58275,https://hudoc.echr.coe.int/eng?i=001-58275,train,,False,Turkey,tr,1999,3973.77763854,386877005104.0,8.28772408553,26.6813726632
001-58276,https://hudoc.echr.coe.int/eng?i=001-58276,train,,False,Turkey,tr,1999,3973.77763854,386877005104.0,8.28772408553,26.6813726632
001-58277,https://hudoc.echr.coe.int/eng?i=001-58277,train,,False,Turkey,tr,1999,3973.77763854,386877005104.0,8.28772408553,26.6813726632
001-58279,https://hudoc.echr.coe.int/eng?i=001-58279,train,,False,Turkey,tr,1999,3973.77763854,386877005104.0,8.28772408553,26.6813726632
001-58280,https://hudoc.echr.coe.int/eng?i=001-58280,train,,False,Turkey,tr,1999,3973.77763854,386877005104.0,8.28772408553,26.6813726632
001-58281,https://hudoc.echr.coe.int/eng?i=001-58281,train,,False,Turkey,tr,1999,3973.77763854,386877005104.0,8.28772408553,26.6813726632
001-58282,https://hudoc.echr.coe.int/eng?i=001-58282,train,,False,Turkey,tr,1999,3973.77763854,386877005104.0,8.28772408553,26.6813726632
001-58289,https://hudoc.echr.coe.int/eng?i=001-58289,train,,False,Turkey,tr,1999,3973.77763854,386877005104.0,8.28772408553,26.6813726632
001-58298,https://hudoc.echr.coe.int/eng?i=001-58298,train,,False,Turkey,tr,1999,3973.77763854,386877005104.0,8.28772408553,26.6813726632
001-58284,https://hudoc.echr.coe.int/eng?i=001-58284,train,,False,United Kingdom,gb,1999,28858.0065333,2214131432950.0,10.2701774081,28.4258813129
001-58292,https://hudoc.echr.coe.int/eng?i=001-58292,train,,False,Italy,it,1999,22049.999062,1787471784900.0,10.0011131888,28.2118233267
001-58293,https://hudoc.echr.coe.int/eng?i=001-58293,train,,False,Italy,it,1999,22049.999062,1787471784900.0,10.0011131888,28.2118233267
001-58295,https://hudoc.echr.coe.int/eng?i=001-58295,train,,False,Italy,it,1999,22049.999062,1787471784900.0,10.0011131888,28.2118233267
001-58296,https://hudoc.echr.coe.int/eng?i=001-58296,train,,False,Italy,it,1999,22049.999062,1787471784900.0,10.0011131888,28.2118233267
001-58297,https://hudoc.echr.coe.int/eng?i=001-58297,train,,False,Italy,it,1999,22049.999062,1787471784900.0,10.0011131888,28.2118233267
001-58304,https://hudoc.echr.coe.int/eng?i=001-58304,train,,False,Italy,it,1999,22049.999062,1787471784900.0,10.0011131888,28.2118233267
001-58305,https://hudoc.echr.coe.int/eng?i=001-58305,train,,False,Turkey,tr,1999,3973.77763854,386877005104.0,8.28772408553,26.6813726632
001-58306,https://hudoc.echr.coe.int/eng?i=001-58306,train,,False,Romania,ro,1999,1599.90622808,100085550636.0,7.37832514044,25.3292911636
001-58409,https://hudoc.echr.coe.int/eng?i=001-58409,train,,False,United Kingdom,gb,1999,28858.0065333,2214131432950.0,10.2701774081,28.4258813129
001-58410,https://hudoc.echr.coe.int/eng?i=001-58410,train,,False,United Kingdom,gb,1999,28858.0065333,2214131432950.0,10.2701774081,28.4258813129
001-58321,https://hudoc.echr.coe.int/eng?i=001-58321,train,,False,Spain,es,1999,15707.9473068,929618577228.0,9.66198572116,27.558040207
001-58457,https://hudoc.echr.coe.int/eng?i=001-58457,train,,False,Italy,it,1999,22049.999062,1787471784900.0,10.0011131888,28.2118233267
001-58338,https://hudoc.echr.coe.int/eng?i=001-58338,train,,False,Liechtenstein,li,1999,82682.2848822,5185117515.15,11.3227727431,22.369058343
001-58592,https://hudoc.echr.coe.int/eng?i=001-58592,train,,False,France,fr,1999,24576.3152255,1945303460550.0,10.1095791512,28.2964391017
001-58360,https://hudoc.echr.coe.int/eng?i=001-58360,train,,False,Italy,it,1999,22049.999062,1787471784900.0,10.0011131888,28.2118233267
001-58364,https://hudoc.echr.coe.int/eng?i=001-58364,train,,False,Norway,no,1999,36393.2927471,294908959351.0,10.5021672487,26.4099325333
001-58365,https://hudoc.echr.coe.int/eng?i=001-58365,train,,False,United Kingdom,gb,1999,28858.0065333,2214131432950.0,10.2701774081,28.4258813129
001-58367,https://hudoc.echr.coe.int/eng?i=001-58367,train,,False,Austria,at,1999,27078.7081612,299463348051.0,10.2065399501,26.4252578699
001-58372,https://hudoc.echr.coe.int/eng?i=001-58372,train,,False,Turkey,tr,1999,3973.77763854,386877005104.0,8.28772408553,26.6813726632
001-58374,https://hudoc.echr.coe.int/eng?i=001-58374,train,,False,France,fr,1999,24576.3152255,1945303460550.0,10.1095791512,28.2964391017
001-58379,https://hudoc.echr.coe.int/eng?i=001-58379,train,,False,Italy,it,1999,22049.999062,1787471784900.0,10.0011131888,28.2118233267
001-58518,https://hudoc.echr.coe.int/eng?i=001-58518,train,,False,Greece,gr,1999,12742.5404388,186806231971.0,9.45277978996,25.9533377239
001-58593,https://hudoc.echr.coe.int/eng?i=001-58593,train,,False,United Kingdom,gb,1999,28858.0065333,2214131432950.0,10.2701774081,28.4258813129
001-58594,https://hudoc.echr.coe.int/eng?i=001-58594,train,,False,United Kingdom,gb,1999,28858.0065333,2214131432950.0,10.2701774081,28.4258813129
001-58403,https://hudoc.echr.coe.int/eng?i=001-58403,train,,False,France,fr,1999,24576.3152255,1945303460550.0,10.1095791512,28.2964391017
001-58404,https://hudoc.echr.coe.int/eng?i=001-58404,train,,False,Portugal,pt,1999,12475.2917701,186558035205.0,9.43158546397,25.9520082084
001-58406,https://hudoc.echr.coe.int/eng?i=001-58406,train,,False,Austria,at,1999,27078.7081612,299463348051.0,10.2065399501,26.4252578699
001-58587,https://hudoc.echr.coe.int/eng?i=001-58587,train,,False,Austria,at,2000,24487.2974686,309014800203.0,10.1059506281,26.4566550098
001-58448,https://hudoc.echr.coe.int/eng?i=001-58448,train,,False,Romania,ro,2000,1659.92904911,102548919722.0,7.41513239293,25.3536057873
001-58451,https://hudoc.echr.coe.int/eng?i=001-58451,train,,False,Spain,es,2000,14743.2671031,977964704474.0,9.59860961524,27.6087394168
001-58588,https://hudoc.echr.coe.int/eng?i=001-58588,train,,False,Greece,gr,2000,11638.2010697,194535950664.0,9.36213408231,25.9938828192
001-58456,https://hudoc.echr.coe.int/eng?i=001-58456,train,,False,France,fr,2000,22340.5939516,2025858476150.0,10.0142054197,28.3370146655
001-58458,https://hudoc.echr.coe.int/eng?i=001-58458,train,,False,United Kingdom,gb,2000,28383.8761095,2314307169240.0,10.2536117509,28.4701314797
001-58460,https://hudoc.echr.coe.int/eng?i=001-58460,train,,False,Austria,at,2000,24487.2974686,309014800203.0,10.1059506281,26.4566550098
001-58461,https://hudoc.echr.coe.int/eng?i=001-58461,train,,False,United Kingdom,gb,2000,28383.8761095,2314307169240.0,10.2536117509,28.4701314797
001-58469,https://hudoc.echr.coe.int/eng?i=001-58469,train,,False,San Marino,sm,2000,37600.707738,1495569701.93,10.5348047469,21.1257730434
001-58483,https://hudoc.echr.coe.int/eng?i=001-58483,train,,False,Slovenia,si,2000,10135.7219109,32113425072.0,9.22391994193,24.1925400062
001-58494,https://hudoc.echr.coe.int/eng?i=001-58494,train,,False,Spain,es,2000,14743.2671031,977964704474.0,9.59860961524,27.6087394168
001-58590,https://hudoc.echr.coe.int/eng?i=001-58590,train,,False,Denmark,dk,2000,30722.0251838,263066798869.0,10.3327676584,26.295673825
001-58496,https://hudoc.echr.coe.int/eng?i=001-58496,train,,False,United Kingdom,gb,2000,28383.8761095,2314307169240.0,10.2536117509,28.4701314797
001-58497,https://hudoc.echr.coe.int/eng?i=001-58497,train,,False,Switzerland,ch,2000,38865.0219397,529837998914.0,10.5678756759,26.9958371343
001-58608,https://hudoc.echr.coe.int/eng?i=001-58608,train,,False,Czechia,cz,2000,6062.92152843,128638858401.0,8.71011198668,25.580274768
001-58609,https://hudoc.echr.coe.int/eng?i=001-58609,train,,False,United Kingdom,gb,2000,28383.8761095,2314307169240.0,10.2536117509,28.4701314797
001-58508,https://hudoc.echr.coe.int/eng?i=001-58508,train,,False,Turkey,tr,2000,4199.37986358,413901474163.0,8.34293024389,26.7488937973
001-58741,https://hudoc.echr.coe.int/eng?i=001-58741,train,,False,Cyprus,cy,2000,14388.3525391,15534986805.8,9.57424380506,23.4663605305
001-58742,https://hudoc.echr.coe.int/eng?i=001-58742,train,,False,Austria,at,2000,24487.2974686,309014800203.0,10.1059506281,26.4566550098
001-58523,https://hudoc.echr.coe.int/eng?i=001-58523,train,,False,Turkey,tr,2000,4199.37986358,413901474163.0,8.34293024389,26.7488937973
001-58524,https://hudoc.echr.coe.int/eng?i=001-58524,train,,False,Turkey,tr,2000,4199.37986358,413901474163.0,8.34293024389,26.7488937973
001-58525,https://hudoc.echr.coe.int/eng?i=001-58525,train,,False,Poland,pl,2000,4520.64100449,283174187558.0,8.41663026103,26.369328049
001-58526,https://hudoc.echr.coe.int/eng?i=001-58526,train,,False,Switzerland,ch,2000,38865.0219397,529837998914.0,10.5678756759,26.9958371343
001-58743,https://hudoc.echr.coe.int/eng?i=001-58743,train,,False,Greece,gr,2000,11638.2010697,194535950664.0,9.36213408231,25.9938828192
001-58744,https://hudoc.echr.coe.int/eng?i=001-58744,train,,False,United Kingdom,gb,2000,28383.8761095,2314307169240.0,10.2536117509,28.4701314797
001-58536,https://hudoc.echr.coe.int/eng?i=001-58536,train,,False,Greece,gr,2000,11638.2010697,194535950664.0,9.36213408231,25.9938828192
001-58537,https://hudoc.echr.coe.int/eng?i=001-58537,train,,False,Poland,pl,2000,4520.64100449,283174187558.0,8.41663026103,26.369328049
001-58538,https://hudoc.echr.coe.int/eng?i=001-58538,train,,False,Slovakia,sk,2000,5421.64484419,48483456226.8,8.59833895404,24.604488468
001-58782,https://hudoc.echr.coe.int/eng?i=001-58782,train,,False,Poland,pl,2000,4520.64100449,283174187558.0,8.41663026103,26.369328049
001-58559,https://hudoc.echr.coe.int/eng?i=001-58559,train,,False,Italy,it,2000,20190.0035636,1856863206510.0,9.91299241605,28.2499097319
001-58561,https://hudoc.echr.coe.int/eng?i=001-58561,train,,False,Greece,gr,2000,11638.2010697,194535950664.0,9.36213408231,25.9938828192
001-58562,https://hudoc.echr.coe.int/eng?i=001-58562,train,,False,Portugal,pt,2000,11526.3720668,193677420299.0,9.35247966593,25.9894598301
001-58897,https://hudoc.echr.coe.int/eng?i=001-58897,train,,False,Turkey,tr,2000,4199.37986358,413901474163.0,8.34293024389,26.7488937973
001-58576,https://hudoc.echr.coe.int/eng?i=001-58576,train,,False,Finland,fi,2000,24335.9225083,196036503504.0,10.0997499209,26.0015667212
001-58783,https://hudoc.echr.coe.int/eng?i=001-58783,train,,False,Finland,fi,2000,24335.9225083,196036503504.0,10.0997499209,26.0015667212
001-58784,https://hudoc.echr.coe.int/eng?i=001-58784,train,,False,Finland,fi,2000,24335.9225083,196036503504.0,10.0997499209,26.0015667212
001-58796,https://hudoc.echr.coe.int/eng?i=001-58796,train,,False,Italy,it,2000,20190.0035636,1856863206510.0,9.91299241605,28.2499097319
001-58797,https://hudoc.echr.coe.int/eng?i=001-58797,train,,False,Norway,no,2000,38178.2368777,304696827580.0,10.5500471096,26.4425831113
001-58798,https://hudoc.echr.coe.int/eng?i=001-58798,train,,False,United Kingdom,gb,2000,28383.8761095,2314307169240.0,10.2536117509,28.4701314797
001-58586,https://hudoc.echr.coe.int/eng?i=001-58586,train,,False,Romania,ro,2000,1659.92904911,102548919722.0,7.41513239293,25.3536057873
001-58835,https://hudoc.echr.coe.int/eng?i=001-58835,train,,False,United Kingdom,gb,2000,28383.8761095,2314307169240.0,10.2536117509,28.4701314797
001-59199,https://hudoc.echr.coe.int/eng?i=001-59199,train,,False,Turkey,tr,2000,4199.37986358,413901474163.0,8.34293024389,26.7488937973
001-58841,https://hudoc.echr.coe.int/eng?i=001-58841,train,,False,United Kingdom,gb,2000,28383.8761095,2314307169240.0,10.2536117509,28.4701314797
001-58831,https://hudoc.echr.coe.int/eng?i=001-58831,train,,False,Bulgaria,bg,2000,1621.26210739,30376118589.1,7.39157681681,24.1369225639
001-58836,https://hudoc.echr.coe.int/eng?i=001-58836,train,,False,United Kingdom,gb,2000,28383.8761095,2314307169240.0,10.2536117509,28.4701314797
001-58837,https://hudoc.echr.coe.int/eng?i=001-58837,train,,False,United Kingdom,gb,2000,28383.8761095,2314307169240.0,10.2536117509,28.4701314797
001-58840,https://hudoc.echr.coe.int/eng?i=001-58840,train,,False,Czechia,cz,2000,6062.92152843,128638858401.0,8.71011198668,25.580274768
001-58901,https://hudoc.echr.coe.int/eng?i=001-58901,train,,False,Turkey,tr,2000,4199.37986358,413901474163.0,8.34293024389,26.7488937973
001-58607,https://hudoc.echr.coe.int/eng?i=001-58607,train,,False,Turkey,tr,2000,4199.37986358,413901474163.0,8.34293024389,26.7488937973
001-58838,https://hudoc.echr.coe.int/eng?i=001-58838,train,,False,United Kingdom,gb,2000,28383.8761095,2314307169240.0,10.2536117509,28.4701314797
001-58849,https://hudoc.echr.coe.int/eng?i=001-58849,train,,False,Austria,at,2000,24487.2974686,309014800203.0,10.1059506281,26.4566550098
001-59194,https://hudoc.echr.coe.int/eng?i=001-59194,train,,False,Belgium,be,2000,23098.8865077,367797580320.0,10.0475829834,26.6307985703
001-58734,https://hudoc.echr.coe.int/eng?i=001-58734,train,,False,Turkey,tr,2000,4199.37986358,413901474163.0,8.34293024389,26.7488937973
001-58735,https://hudoc.echr.coe.int/eng?i=001-58735,train,,False,Turkey,tr,2000,4199.37986358,413901474163.0,8.34293024389,26.7488937973
001-58736,https://hudoc.echr.coe.int/eng?i=001-58736,train,,False,Finland,fi,2000,24335.9225083,196036503504.0,10.0997499209,26.0015667212
001-58737,https://hudoc.echr.coe.int/eng?i=001-58737,train,,False,Romania,ro,2000,1659.92904911,102548919722.0,7.41513239293,25.3536057873
001-58762,https://hudoc.echr.coe.int/eng?i=001-58762,train,,False,France,fr,2000,22340.5939516,2025858476150.0,10.0142054197,28.3370146655
001-58898,https://hudoc.echr.coe.int/eng?i=001-58898,train,,False,Malta,mt,2000,10348.4858902,6701061697.46,9.24469212502,22.6255318132
001-58739,https://hudoc.echr.coe.int/eng?i=001-58739,train,,False,Poland,pl,2000,4520.64100449,283174187558.0,8.41663026103,26.369328049
001-58750,https://hudoc.echr.coe.int/eng?i=001-58750,train,,False,Poland,pl,2000,4520.64100449,283174187558.0,8.41663026103,26.369328049
